id,formula_name,formula_in_latex,unicode_dec,unicodexml_description,formula_type
1141,Mars (calligraphic),\Mars,9794,,single symbol
1142,Saturn (calligraphic),\Saturn,9796,,single symbol
1143,Neptune (calligraphic),\Neptune,9798,,single symbol
1144,\Moon,\Moon,0,,drawing
1145,\Sun,\Sun,0,,single symbol
1146,\Aries,\Aries,9800,,single symbol
1147,\Cancer,\Cancer,9803,,single symbol
1148,\Libra,\Libra,9806,,single symbol
1149,\Aquarius,\Aquarius,9810,,single symbol
1150,\Taurus,\Taurus,9801,,single symbol
1151,\Leo,\Leo,9804,,single symbol
1152,\Scorpio,\Scorpio,9807,,single symbol
1153,\Capricorn,\Capricorn,0,,single symbol
1154,\Gemini,\Gemini,9802,,single symbol
1155,\Virgo,\Virgo,9805,,single symbol
1156,\Sagittarius,\Sagittarius,9808,,single symbol
1157,\Pisces,\Pisces,9811,,single symbol
1158,\Email,\Email,128388,,single symbol
1159,\fax,\fax,0,,single symbol
1160,\Faxmachine,\Faxmachine,0,,drawing
1161,\Lightning,\Lightning,0,,single symbol
1162,\Pickup,\Pickup,0,,single symbol
1163,\Emailct,\Emailct,0,,single symbol
1164,\FAX,\FAX,0,,single symbol
1165,\Letter,\Letter,9993,,drawing
1166,\Mobilefone,\Mobilefone,0,,drawing
1167,\Telefon,\Telefon,9742,,drawing
1168,\female,\female,9792,FEMALE SIGN,single symbol
1169,\male,\male,9794,MALE SIGN,single symbol
1170,\skull,\skull,0,,drawing
1171,BLACK LEFT-POINTING SMALL TRIANGLE,\LEFTarrow,9666,,single symbol
1172,BLACK DOWN-POINTING TRIANGLE,\DOWNarrow,9660,,single symbol
1173,\phone,\phone,9742,,drawing
1174,BLACK UP-POINTING TRIANGLE,\UParrow,9650,,single symbol
1175,\pointer,\pointer,8680,,single symbol
1176,\recorder,\recorder,8981,TELEPHONE RECORDER,single symbol
1177,\checked,\checked,10003,,single symbol
1178,\kreuz,\kreuz,0,,single symbol
1179,BLACK RIGHT-POINTING TRIANGLE,\RIGHTarrow,9654,,single symbol
1180,\ataribox,\ataribox,0,,single symbol
1181,\clock,\clock,128338,,drawing
1182,\smiley,\smiley,9786,,drawing
1183,\bell,\bell,128276,,single symbol
1184,\diameter,\diameter,8960,DIAMETER SIGN,single symbol
1185,\sun,\sun,9788,WHITE SUN WITH RAYS,single symbol
1186,\blacksmiley,\blacksmiley,9787,,drawing
1187,\Bowtie,\Bowtie,8904,,single symbol
1188,\frownie,\frownie,9785,,drawing
1189,\wasylozenge,\wasylozenge,8977,,single symbol
1190,\brokenvert,\brokenvert,166,,single symbol
1191,\invdiameter,\invdiameter,0,,single symbol
1192,\Ankh,\Ankh,9765,,single symbol
1193,\Cross,\Cross,10013,,single symbol
1194,Heart,\Heart,9825,,drawing
1195,\Smiley,\Smiley,9786,,drawing
1196,\Bat,\Bat,0,,drawing
1197,\Mundus,\Mundus,127757,,single symbol
1198,\Yinyang,\Yinyang,0,,drawing
1199,\Celtcross,\Celtcross,128328,,single symbol
1200,\Frowny,\Frowny,9785,,drawing
1201,@ (variant),\MVAt,64,,single symbol
1202,\CircledA,\CircledA,9398,,single symbol
1203,\MVRightarrow,\MVRightarrow,10132,,single symbol
1311,Backslash,\textbackslash,92,REVERSE SOLIDUS,single symbol
1312,Tilde,\textasciitilde,126,TILDE,single symbol
1314,Set of rational numbers Q,\mathbb{Q},8474,DOUBLE-STRUCK CAPITAL Q,single symbol
1315,Set of natural numbers,\mathbb{N},8469,DOUBLE-STRUCK CAPITAL N,single symbol
1316,Set of integers,\mathbb{Z},8484,DOUBLE-STRUCK CAPITAL Z,single symbol
1317,\mathbb{H},\mathbb{H},8461,DOUBLE-STRUCK CAPITAL H,single symbol
1318,\indep,\indep,0,,single symbol
1322,\dot{\cup},\dot{\cup},8845,,single symbol
1323,!,!,33,EXCLAMATION MARK,single symbol
1324,\frac{}{},\frac{}{},8260,,nesting symbol
1328,\int_{x} \mathrm{d} x,\int_{x} \mathrm{d} x,0,,formula
1329,\int_{-\infty}^{\infty}e^{|x|}x \mathrm{d}x,\int_{-\infty}^{\infty}e^{|x|}x \mathrm{d}x,0,,NULL
1330,A+B,A+B,0,,NULL
1331,-\nabla,-\nabla,0,,NULL
1332,1+1,1+1,0,,NULL
1334,\int_{a}^{b} e^{-x} \mathrm{d} x,\int_{a}^{b} e^{-x} \mathrm{d} x,0,,NULL
1335,\sum_{i=1}^{n} x^{i} + \ln{i},\sum_{i=1}^{n} x^{i} + \ln{i},0,,NULL
1339,\sin(x),\sin(x),0,,NULL
1340,\stackrel{\wedge}{=},\stackrel{\wedge}{=},0,,NULL
1344,\overline{x},\overline {x},0,,formula
1351,\frac{\sqrt{1+2}}{x+y^{2}},\frac{\sqrt{1+2}}{x+y^{2}},0,,formula
1356,\alpha \cdot \beta,\alpha \cdot \beta,0,,NULL
1357,Brent,Brent,0,,NULL
1358,\mathbb{D},\mathbb{D},120123,MATHEMATICAL DOUBLE-STRUCK CAPITAL D,single symbol
1359,\mathbb{C},\mathbb{C},0,,NULL
1361,y=x^{2}+x,y=x^{2}+x,0,,formula
1364,=,=,61,EQUALS SIGN,single symbol
1366,FU,FU,0,,formula
1369,\ss,\ss,223,LATIN SMALL LETTER SHARP S,single symbol
1370,\OE,\OE,338,LATIN CAPITAL LIGATURE OE,single symbol
1371,\aa,\aa,229,LATIN SMALL LETTER A WITH RING ABOVE,single symbol
1372,\---,\---,0,,single symbol
1373,\l,\l,322,LATIN SMALL LETTER L WITH STROKE,single symbol
1374,\L,\L,321,LATIN CAPITAL LETTER L WITH STROKE,single symbol
1375,\textquoteleft,\textquoteleft,0,,single symbol
1376,\textasciicircum,\textasciicircum,0,,single symbol
1377,\textendash,\textendash,8211,EN DASH,single symbol
1378,\textvisiblespace,\textvisiblespace,9251,OPEN BOX,single symbol
1379,\textquotedblleft,\textquotedblleft,8220,LEFT DOUBLE QUOTATION MARK,single symbol
1380,\textbraceleft,\textbraceleft,123,,single symbol
1381,!`,!`,161,,single symbol
1382,\AA,\AA,8491,ANGSTROM SIGN,single symbol
1383,\----,\----,0,,single symbol
1384,\--,\--,0,,single symbol
1385,\O,\O,216,LATIN CAPITAL LETTER O WITH STROKE,single symbol
1386,\textunderscore,\textunderscore,0,,single symbol
1387,\textgreater,\textgreater,0,,single symbol
1388,\textless,\textless,0,,single symbol
1389,\oe,\oe,339,LATIN SMALL LIGATURE OE,single symbol
1390,\textquestiondown,\textquestiondown,191,INVERTED QUESTION MARK,single symbol
1391,\textemdash,\textemdash,8212,EM DASH,single symbol
1392,\textellipsis,\textellipsis,8230,,single symbol
1393,\textbar,\textbar,0,,single symbol
1394,\o,\o,248,LATIN SMALL LETTER O WITH STROKE,single symbol
1395,\ae,\ae,230,LATIN SMALL LETTER AE,single symbol
1396,\AE,\AE,198,LATIN CAPITAL LETTER AE,single symbol
1397,\textbraceright,\textbraceright,0,,single symbol
1398,\textquotedblright,\textquotedblright,8221,RIGHT DOUBLE QUOTATION MARK,single symbol
1399,\textexclamdown,\textexclamdown,161,INVERTED EXCLAMATION MARK,single symbol
1400,\guillemotleft,\guillemotleft,171,LEFT-POINTING DOUBLE ANGLE QUOTATION MARK,single symbol
1401,\guillemotright,\guillemotright,187,RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK,single symbol
1402,3x,3x,0,,NULL
1404,\int_{a}^{b} f(x),\int_{a}^{b} f(x),0,,NULL
1405,x+5=6,x+5=6,0,,NULL
1406,\mathbb{Z}_{m},\mathbb{Z}_{m},0,,NULL
1408,\frac{\sqrt{x^{2}+y^{2}}}{\pi},\frac{\sqrt{x^{2}+y^{2}}}{\pi},0,,NULL
1409,Love You,Love You,0,,NULL
1410,\lim_{\rightarrow \infty},\lim_{\rightarrow \infty},0,,NULL
1411,\lceil \rceil,\lceil \rceil,0,,NULL
1412,Debian,Debian,0,,NULL
1413,"P(D|Y_{C}, B)","P(D|Y_{C}, B)",0,,NULL
1414,\sum_{i=0}^{n} (n+i)^{i},\sum_{i=0}^{n} (n+i)^{i},0,,NULL
1415,FUCK,FUCK,0,,NULL
1416,ANDRES,ANDRES,0,,NULL
1417,\lfloor \rfloor,\lfloor \rfloor,0,,NULL
1418,Birger,Birger,0,,NULL
1420,\int x^{2} \mathrm{d} x,\int x^{2} \mathrm{d} x,0,,NULL
1421,Siim,Siim,0,,NULL
1422,Squirrel,Squirrel,0,,NULL
1423,\frac{\partial f}{\partial x},\frac{\partial f}{\partial x},0,,NULL
1424,\prod_{(i<j)},\prod_{(i<j)},0,,NULL
1426,\sqrt{2},\sqrt{2},0,,NULL
1427,Hello World,Hello World,0,,NULL
1428,2\pi,2\pi,0,,NULL
1429,\sqrt{\alpha+\beta},\sqrt{\alpha+\beta},0,,NULL
1430,0.75,0.75,0,,NULL
1431,Marcelo,Marcelo,0,,NULL
1432,Mundus,Mundus,0,,NULL
1433,\sum_{n=1}^{\infty},\sum_{n=1}^{\infty},0,,NULL
1434,TILL,TILL,0,,NULL
1437,',',8217,,single symbol
1439,NIGGER,NIGGER,0,,NULL
1440,Ruben,Ruben,0,,NULL
1441,Seehofer,Seehofer,0,,NULL
1442,LoL,LoL,0,,NULL
1443,Carsten Wilhelm,Carsten Wilhelm,0,,NULL
1444,FUCK YOU,FUCK YOU,0,,NULL
1445,ä,ä,228,,single symbol
1446,Jamal Wagge,Jamal Wagge,0,,NULL
1447,ö,ö,246,,single symbol
1448,f^{\pm} +,f^{\pm} +,0,,NULL
1458,R^{2},R^{2},0,,NULL
1459,\not\in,\not\in,8713,NOT AN ELEMENT OF,single symbol
1460,R^{n},R^{n},0,,NULL
1462,xdx,xdx,0,,NULL
1464,\mathbb{R}^{+}_{0},\mathbb{R}^{+}_{0},0,,NULL
1474,\not{},\not{},824,,nesting symbol
1475,\sum^{x}_{n=1},\sum^{x}_{n=1},0,,NULL
1476,-\infty,-\infty,0,,NULL
1478,!=,!=,0,,NULL
1479,\sum x,\sum x,0,,NULL
1480,TeX,TeX,0,,NULL
1481,\sum a,\sum a,0,,NULL
1482,VINCENT,VINCENT,0,,NULL
1483,exp,exp,0,,NULL
1484,2^{5}+3=,2^{5}+3=,0,,NULL
1485,+\sum\iint,+\sum\iint,0,,NULL
1486,LOL,LOL,0,,NULL
1487,a+b,a+b,0,,NULL
1488,2x+5=0,2x+5=0,0,,NULL
1489,3+5,3+5,0,,NULL
1490,1+3=,1+3=,0,,NULL
1491,Sofa,Sofa,0,,NULL
1492,fuck,fuck,0,,NULL
1493,Fuck,Fuck,0,,NULL
1514,ü,ü,252,,
1516,\land,\land,8743,,single symbol
1517,\lor,\lor,8744,,
1518,Ö,Ö,214,,single symbol
1519,Ä,Ä,196,,single symbol
1520,Ü,Ü,220,,single symbol
1521,ß,ß,0,,single symbol
1522,.,.,46,ONE DOT LEADER,single symbol
1523,",",",",44,SINGLE LOW-9 QUOTATION MARK,single symbol
1524,;,;,59,SEMICOLON,single symbol
1525,colon,:,58,COLON,single symbol
1526,?,?,63,QUESTION MARK,single symbol
1528,x+y,x+y,0,,NULL
1529,\int_{1}^{2} x^{2} \mathrm{d}x,\int_{1}^{2} x^{2} \mathrm{d}x,0,,NULL
1530,\sqrt{x},\sqrt{x},0,,NULL
1531,\sqrt{3},\sqrt{3},0,,NULL
1532,\frac{v}{u},\frac{v}{u},0,,NULL
1533,x=y^{2},x=y^{2},0,,NULL
1534,\int_{1}^{0},\int_{1}^{0},0,,NULL
1535,\int_{0}^{5},\int_{0}^{5},0,,NULL
1536,2+3,2+3,0,,NULL
1537,CIAO,CIAO,0,,NULL
1538,\frac{x}{5},\frac{x}{5},0,,NULL
1540,\int x,\int x,0,,NULL
1541,TESTE,TESTE,0,,NULL
1543,\mathbb{R}^{n},\mathbb{R}^{n},0,,NULL
1545,[],[],0,,NULL
1546,\mathbb{R}^{3},\mathbb{R}^{3},0,,NULL
1547,\frac{x}{y},\frac{x}{y},0,,NULL
1548,\sum_{i=},\sum_{i=},0,,NULL
1549,(x+1),(x+1),0,,NULL
1550,\int_{-\infty}^{+\infty},\int_{-\infty}^{+\infty},0,,NULL
1551,\sqrt{5},\sqrt{5},0,,NULL
1552,(,(,40,LEFT PARENTHESIS,single symbol
1553,),),41,RIGHT PARENTHESIS,single symbol
1554,a^{2},a^{2},0,,NULL
1556,@,@,64,COMMERCIAL AT,single symbol
1566,II,II,0,,NULL
1568,\|\|,\|\|,0,,NULL
1569,\sin(\theta),\sin(\theta),0,,NULL
1570,\varphi=\sqrt{2},\varphi=\sqrt{2},0,,NULL
1571,\psi=\sqrt{2},\psi=\sqrt{2},0,,NULL
1572,5+5=10,5+5=10,0,,NULL
1573,\lfloor\rfloor,\lfloor\rfloor,0,,NULL
1574,Adam,Adam,0,,NULL
1575,\prod_{i},\prod_{i},0,,NULL
1576,\LaTeX{},\LaTeX{},0,,formula
1577,\lim x \sin,\lim x \sin,0,,NULL
1578,\sum_{i}^{k},\sum_{i}^{k},0,,NULL
1579,\mathbb{R}^{2},\mathbb{R}^{2},0,,NULL
1580,Bowties are cool,Bowties are cool,0,,NULL
1581,\TeX{},\TeX{},0,,formula
1583,1+2=3,1+2=3,0,,NULL
1585,\sum_{i=0}^{1},\sum_{i=0}^{1},0,,NULL
1586,\prod_{i=1},\prod_{i=1},0,,NULL
1587,RANA,RANA,0,,NULL
1588,\alpha+\beta,\alpha+\beta,0,,NULL
1590,f(x),f(x),0,,NULL
1591,x^{3},x^{3},0,,NULL
1592,\sqrt{x^{2}},\sqrt{x^{2}},0,,NULL
1593,tata,tata,0,,NULL
1594,\sum_{n=1}^{\infty} a_{n},\sum_{n=1}^{\infty} a_{n},0,,NULL
1595,"\int x\,\mathrm{d} x","\int x\,\mathrm{d} x",0,,NULL
1596,x_{0},x_{0},0,,NULL
1597,19,19,0,,NULL
1598,5x,5x,0,,NULL
1599,\int_{a}^{b},\int_{a}^{b},0,,NULL
1600,\sum_{i=0},\sum_{i=0},0,,NULL
1601,\sqrt{\frac{2500}{f^{2}}},\sqrt{\frac{2500}{f^{2}}},0,,NULL
1602,\sqrt{\frac{2500}{t^{2}}},\sqrt{\frac{2500}{t^{2}}},0,,NULL
1603,\sqrt{\frac{2600}{f^{2}}},\sqrt{\frac{2600}{f^{2}}},0,,NULL
1604,\sqrt{\frac{2600}{t^{2}}},\sqrt{\frac{2600}{t^{2}}},0,,NULL
1605,\sum_{1}^{n},\sum_{1}^{n},0,,NULL
1606,x^{2}+2,x^{2}+2,0,,NULL
1608,\frac{1}{1+1},\frac{1}{1+1},0,,NULL
1610,NP,NP,0,,NULL
1612,x^{2},x^{2},0,,NULL
1613,\int\int\int\int\int\int\int,\int\int\int\int\int\int\int,0,,NULL
1614,\frac{8}{3},\frac{8}{3},0,,NULL
1615,M_{\odot},M_{\odot},0,,NULL
1616,RESI,RESI,0,,NULL
1617,:=,:=,8788,,
1618,\int\int\int,\int\int\int,0,,NULL
1619,\int\int\int\int\int,\int\int\int\int\int,0,,NULL
1620,hi,hi,0,,NULL
1621,\sqrt[3]{},\sqrt[3]{},8731,,nesting symbol
1622,\vec{\Delta},\vec{\Delta},0,,formula
1623,\rightpropto,\rightpropto,0,,single symbol
1624,\not\subset,\not\subset,0,,formula
1625,\oint\oint,\oint\oint,0,,NULL
1626,\int\int,\int\int,0,,NULL
1627,5+1,5+1,0,,NULL
1628,4+5,4+5,0,,NULL
1629,\alpha_{1}Q,\alpha_{1}Q,0,,NULL
1630,x^{2}\cdot y_{2},x^{2}\cdot y_{2},0,,NULL
1632,\hat{h},\hat{h},293,,NULL
1633,\int_{0}^{\infty} f x,\int_{0}^{\infty} f x,0,,NULL
1634,\int_{0}^{\infty}e^{-\alpha^{2}x^{2}}\mathrm{d}x,\int_{0}^{\infty}e^{-\alpha^{2}x^{2}}\mathrm{d}x,0,,NULL
1635,\frac{4}{3},\frac{4}{3},0,,NULL
1636,\frac{2}{3},\frac{2}{3},0,,NULL
1637,\int ax.\mathrm{d}x,\int ax.\mathrm{d}x,0,,NULL
1638,\int_{0}^{1},\int_{0}^{1},0,,NULL
1639,||,||,0,,NULL
1640,tilde,tilde,0,,NULL
1641,\tilde{x},\tilde{x},0,,NULL
1642,\overset{\sim}{x},\overset{\sim}{x},0,,NULL
1643,\backslash ast,\backslash ast,0,,NULL
